average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
21.21,28.49,13.92,14.57,61.08,11.68,7.83629
21.35,28.52,14.16,14.36,61.32,12.18,9.00888
21.47,28.59,14.35,14.24,61.5,12.68,10.34419
21.58,28.59,14.57,14.02,61.89,13.18,11.8285
21.72,28.76,14.68,14.08,61.92,13.68,13.37277
21.82,28.68,14.96,13.71,62.15,14.18,14.40833
21.9,28.59,15.2,13.39,62.53,15.15,14.9595
21.93,28.63,15.22,13.41,62.63,16.37,16.76938
21.92,28.52,15.31,13.21,62.82,17.63,18.57815
22.0,28.64,15.35,13.29,62.92,18.87,19.45207
22.18,28.77,15.59,13.18,63.16,20.1,21.126
22.37,28.79,15.94,12.85,63.71,21.32,23.09011
22.49,28.84,16.13,12.71,63.73,22.55,25.47163
22.49,28.72,16.25,12.47,64.13,23.77,26.39785
22.58,28.62,16.53,12.09,64.6,25.0,29.15662
22.63,28.52,16.73,11.79,65.15,25.39,31.85604
22.63,28.39,16.86,11.53,65.71,26.29,33.49089
22.63,28.32,16.93,11.39,66.37,29.08,36.03389
22.83,28.63,17.04,11.59,65.84,31.82,37.99474
22.9,28.74,17.05,11.69,65.81,34.55,40.62641000000001
22.92,28.74,17.09,11.65,66.18,37.48,41.95812
22.97,28.73,17.21,11.51,66.56,40.42,44.88523
23.09,28.75,17.43,11.32,66.94,43.35,47.81873
23.24,28.85,17.63,11.21,67.19,46.08,49.1237
23.43,29.09,17.78,11.31,67.05,48.77,51.33759
23.61,29.39,17.83,11.55,66.29,51.47,53.51689
23.67,29.51,17.83,11.68,66.15,53.79,56.67848
23.8,29.64,17.98,11.66,66.13,56.19,58.28665
23.95,29.77,18.14,11.64,66.03,58.6,61.97708
24.01,29.73,18.31,11.41,66.48,61.0,65.90053999999999
24.16,29.77,18.56,11.21,66.71,63.48,67.59236999999999
24.24,29.73,18.76,10.96,67.26,65.98,70.32767
24.34,29.8,18.9,10.9,67.6,68.81,72.57952
24.49,29.87,19.13,10.75,67.9,71.63,74.59463000000001
24.67,30.03,19.34,10.69,67.85,74.45,75.9695
24.85,30.2,19.51,10.7,67.85,77.27,79.44058
25.06,30.54,19.6,10.94,67.73,80.1,83.31646
25.19,30.67,19.74,10.94,67.85,82.45,85.77085000000001
25.4,30.94,19.9,11.04,67.71,84.68,89.68048
25.63,31.12,20.17,10.95,67.81,86.87,93.3167
25.65,31.16,20.16,11.01,67.66,89.06,98.10552
25.6,31.18,20.05,11.14,67.63,91.26,100.11835
25.56,31.14,20.01,11.12,67.68,93.45,108.29323
25.57,31.12,20.06,11.06,68.0,95.71,116.84196
25.74,31.28,20.21,11.07,68.13,97.97,123.03107
25.85,31.42,20.29,11.13,68.24,100.97,132.90374
25.91,31.42,20.42,11.0,68.48,100.24,145.30478
26.02,31.53,20.54,10.99,68.31,100.03,151.4263
26.15,31.63,20.69,10.95,68.32,98.92,154.45738
26.17,31.55,20.81,10.74,68.84,97.95,164.84162
26.33,31.7,20.98,10.72,68.87,96.98,180.54538
26.53,32.01,21.08,10.93,68.6,95.81,195.26811
26.5,31.91,21.11,10.8,68.98,95.69,214.95833
26.37,31.69,21.08,10.61,69.32,95.85,230.05404
26.26,31.55,20.99,10.55,69.23,95.94,243.95389
26.15,31.4,20.9,10.49,69.39,96.65,250.35192
26.13,31.33,20.94,10.4,69.98,97.35,275.21412
26.14,31.34,20.95,10.38,70.07,98.06,295.90285
26.05,31.2,20.91,10.29,70.45,98.81,306.70396
25.84,30.82,20.88,9.94,71.38,100.58,322.95322
25.88,30.87,20.9,9.97,71.28,102.4,329.02581
25.84,30.82,20.88,9.94,71.45,104.15,340.05633
25.8,30.77,20.83,9.94,71.42,106.53,348.95558
25.62,30.48,20.77,9.71,72.05,110.92,365.40142
25.53,30.31,20.76,9.55,72.42,115.82,371.01423
25.4,30.02,20.78,9.24,73.23,120.84,366.52011
25.38,29.97,20.8,9.17,73.27,126.4,372.20044
25.27,29.87,20.68,9.18,73.32,131.97,376.87756
25.18,29.83,20.55,9.28,73.15,137.53,383.97222
25.04,29.6,20.48,9.12,73.43,142.98,392.86173
24.77,29.2,20.35,8.85,74.25,150.52,399.18288
24.82,29.19,20.47,8.72,74.58,158.05,397.36796
24.75,28.92,20.59,8.33,75.18,165.58,389.29289
24.7,28.79,20.6,8.19,75.37,173.11,387.38289
24.59,28.68,20.52,8.16,75.37,180.58,384.16007
24.37,28.39,20.34,8.05,75.4,188.05,382.14259
24.06,28.0,20.12,7.89,75.6,194.77,383.77908
23.84,27.82,19.86,7.96,75.55,194.76,376.84608
23.61,27.62,19.61,8.01,75.73,194.34,375.64123
23.5,27.54,19.45,8.09,75.87,193.16,369.14874
23.4,27.57,19.24,8.33,75.43,191.84,361.69578
23.23,27.5,18.96,8.54,75.07,190.52,349.23289
23.08,27.4,18.76,8.64,74.8,189.19,330.74515
23.1,27.61,18.59,9.02,74.1,186.81,319.814
23.19,27.83,18.54,9.3,73.47,184.15,312.7838
23.17,27.94,18.38,9.56,73.3,181.48,306.71858000000003
23.04,27.89,18.19,9.7,73.08,178.19,306.71858000000003
22.97,27.9,18.04,9.86,72.76,174.9,278.19508
22.84,27.7,17.97,9.73,73.06,171.61,256.01408
22.81,27.76,17.85,9.91,72.55,168.18,236.21388
22.81,27.95,17.65,10.3,71.76,163.71,222.40378
22.72,27.91,17.52,10.39,71.52,159.19,215.53222
22.59,27.85,17.33,10.52,71.23,154.68,201.63991
22.53,27.8,17.25,10.55,71.02,149.55,196.68925
22.49,27.89,17.09,10.8,70.32,142.1,177.23467000000002
22.31,27.83,16.77,11.06,69.58,134.13,169.81662
22.12,27.88,16.35,11.53,68.61,126.05,162.56883
21.81,27.69,15.93,11.76,68.19,117.42,157.29191
21.61,27.6,15.62,11.98,68.08,108.79,147.90965
21.45,27.46,15.43,12.03,68.13,100.61,135.48182999999997
21.27,27.18,15.35,11.83,68.71,95.39,130.97679
21.25,27.32,15.18,12.14,67.89,88.08,118.64146
21.03,27.1,14.95,12.15,67.87,80.77,114.78125
20.97,27.17,14.76,12.41,67.55,73.47,108.91121
20.93,27.17,14.69,12.49,67.56,66.16,104.32143
20.85,26.96,14.72,12.24,68.23,58.95,97.0117
20.76,26.8,14.72,12.08,68.55,51.77,88.34439
20.71,26.72,14.69,12.03,68.58,40.47,85.33878999999999
20.61,26.55,14.67,11.88,68.79,40.47,76.62162
20.48,26.46,14.49,11.97,68.48,40.19,68.91675
20.3,26.42,14.18,12.25,67.68,39.66,61.482
20.04,26.24,13.84,12.4,67.52,39.13,58.6383
19.76,25.95,13.57,12.38,67.58,38.6,52.75417
19.49,25.75,13.22,12.53,67.52,38.06,50.30709
19.21,25.49,12.92,12.58,67.47,37.53,48.84625
18.91,25.26,12.56,12.7,67.32,37.0,47.2834
18.7,25.16,12.24,12.93,67.1,36.47,46.23012
18.56,25.06,12.06,13.0,67.11,35.94,45.21737
18.33,24.78,11.88,12.9,67.55,35.4,45.62946
18.12,24.57,11.66,12.91,67.48,35.53,41.88108
17.85,24.29,11.4,12.89,67.48,35.66,37.87954
17.64,24.09,11.17,12.92,67.48,35.79,36.96185
17.32,23.83,10.8,13.04,67.1,35.97,32.42219
16.99,23.62,10.35,13.27,66.82,36.15,29.56526
16.67,23.52,9.83,13.69,66.44,36.27,27.00296
16.44,23.43,9.44,14.0,66.16,36.4,25.78642
16.27,23.07,9.47,13.61,67.32,36.66,23.42358
16.15,22.72,9.58,13.15,68.47,38.27,20.72304
15.95,22.35,9.55,12.81,69.26,40.26,20.10237
15.76,22.06,9.45,12.61,69.45,42.24,18.4477
15.59,21.92,9.26,12.65,69.34,43.77,16.66259
15.47,22.02,8.92,13.1,68.26,42.34,15.8233
15.26,21.95,8.56,13.39,67.97,40.9,15.90073
14.99,21.77,8.2,13.57,67.63,39.47,14.71385
14.64,21.51,7.77,13.74,67.19,38.03,13.50596
14.26,21.25,7.26,13.98,66.77,36.6,13.11185
13.95,21.16,6.73,14.43,66.13,35.06,12.09385
13.7,20.85,6.55,14.29,66.69,34.55,11.13348
13.55,20.66,6.44,14.23,67.19,34.58,10.601959999999998
13.38,20.58,6.18,14.4,66.95,34.61,10.30935
13.09,20.3,5.88,14.41,66.55,34.65,9.38219
12.85,20.15,5.55,14.6,66.33,34.68,8.71515
12.65,20.01,5.29,14.72,66.22,34.71,8.60519
12.57,19.91,5.24,14.67,66.25,34.74,8.22804
12.41,19.71,5.12,14.58,66.42,34.77,7.60796
12.3,19.43,5.18,14.25,66.97,34.81,7.18104
12.09,19.18,5.0,14.18,66.88,34.84,7.081270000000001
11.82,18.88,4.75,14.13,66.62,34.87,6.50858
11.47,18.58,4.37,14.22,66.42,34.9,5.988729999999999
11.31,18.37,4.26,14.11,65.8,34.98,5.7923
10.95,17.97,3.94,14.03,64.67,34.4,5.453189999999999
10.66,17.72,3.62,14.1,64.05,33.82,5.289
10.39,17.44,3.35,14.09,63.63,33.24,4.945189999999999
10.25,17.26,3.25,14.01,63.3,32.61,4.80723
10.09,16.93,3.25,13.68,63.33,31.98,4.420649999999999
9.85,16.58,3.13,13.46,63.22,31.35,3.95804
9.57,16.3,2.86,13.44,62.73,30.73,3.84015
9.29,16.29,2.31,13.98,61.32,29.97,3.7677
8.99,16.23,1.76,14.47,60.08,27.85,3.75026
8.81,16.23,1.41,14.82,59.53,25.37,3.67022
8.58,16.0,1.18,14.82,59.73,22.89,3.50677
8.38,15.56,1.22,14.33,60.5,21.89,3.2955
8.19,15.16,1.24,13.92,61.12,20.9,3.14704
7.97,14.81,1.16,13.65,61.45,19.92,3.0482600000000004
7.85,14.64,1.08,13.56,61.87,18.94,3.07622
7.74,14.33,1.17,13.16,63.22,18.02,2.87141
7.74,14.19,1.3,12.89,63.6,17.1,2.78752
7.66,13.96,1.37,12.59,64.22,16.45,2.71327
7.42,13.9,0.95,12.94,63.07,12.87,2.56888
6.84,13.32,0.37,12.95,61.6,12.87,2.52508
6.56,13.01,0.14,12.87,61.65,12.87,2.46852
6.31,12.64,0.0,12.64,61.81,12.87,2.44078
5.93,12.02,-0.15,12.18,61.61,12.87,2.359
5.6,11.48,-0.27,11.75,61.03,12.87,2.15877
5.15,10.97,-0.66,11.63,60.73,12.87,2.11144
5.01,10.78,-0.75,11.53,60.52,12.87,1.96152
4.54,10.45,-1.37,11.82,59.48,12.87,1.83512
4.26,10.14,-1.6,11.74,59.38,12.87,1.78388
4.08,9.77,-1.59,11.36,59.58,12.87,1.60088
3.86,9.35,-1.63,10.98,59.23,12.87,1.41308
3.51,8.94,-1.92,10.86,58.78,12.82,1.4422
3.36,8.85,-2.13,10.98,58.93,12.77,1.48479
3.22,8.62,-2.19,10.81,59.4,12.73,1.3736700000000002
2.99,8.3,-2.31,10.61,59.62,12.76,1.22121
2.52,7.68,-2.63,10.3,59.6,12.79,1.22121
2.16,7.29,-2.97,10.27,59.08,12.82,1.15722
1.81,6.88,-3.26,10.14,59.15,12.85,1.11043
1.69,6.57,-3.19,9.76,59.22,12.89,1.13261
1.47,6.16,-3.21,9.37,58.9,12.92,1.0638599999999998
1.22,5.82,-3.37,9.19,58.82,12.95,0.89936
0.95,5.5,-3.6,9.1,58.48,12.98,0.85077
0.85,5.36,-3.67,9.03,58.0,13.02,0.83835
0.59,5.2,-4.02,9.21,56.37,11.56,0.78335
0.17,4.95,-4.61,9.56,55.3,10.1,0.7646499999999999
-0.18,4.65,-5.02,9.67,54.62,8.63,0.75509
-0.52,4.36,-5.39,9.75,53.93,7.16,0.71964
-0.64,4.36,-5.64,10.0,52.55,5.63,0.72168
-0.87,4.19,-5.93,10.12,51.87,4.1,0.7985
-1.18,3.9,-6.25,10.15,50.7,2.32,0.80291
-1.35,3.67,-6.37,10.04,50.36,2.37,0.81923
-1.41,3.67,-6.48,10.15,50.28,2.33,0.8239500000000001
-1.52,3.68,-6.71,10.39,49.79,2.3,0.7942899999999999
-1.46,3.96,-6.88,10.84,49.83,2.27,0.825
-1.33,4.25,-6.9,11.15,50.33,2.38,0.88524
-1.25,4.38,-6.87,11.25,50.67,2.68,1.01357
-1.28,4.29,-6.83,11.12,49.76,2.98,1.01357
-1.37,4.27,-7.0,11.27,49.6,3.28,1.0341900000000002
-1.35,4.23,-6.93,11.16,49.92,3.58,1.1099
-1.37,4.25,-6.97,11.22,49.78,3.88,1.12738
-1.44,4.3,-7.17,11.47,49.3,4.18,1.17125
-1.5,4.35,-7.34,11.69,49.2,4.48,1.30965
-1.49,4.57,-7.55,12.13,49.37,4.78,1.30965
-1.39,4.61,-7.38,11.99,49.82,5.08,1.3111
-1.3,4.78,-7.36,12.14,49.7,5.38,1.27524
-1.22,4.91,-7.36,12.27,49.78,5.6,1.36476
-1.07,5.14,-7.28,12.43,49.6,5.82,1.3175
-1.0,5.33,-7.33,12.66,49.87,6.03,1.3175
-0.72,5.53,-6.97,12.49,49.98,6.25,1.30395
-0.77,5.57,-7.1,12.67,50.23,6.47,1.25577
-0.71,5.63,-7.06,12.69,51.12,6.83,1.25577
-0.54,5.66,-6.75,12.41,51.88,7.23,1.24786
-0.46,5.66,-6.59,12.25,52.35,7.63,1.2735
-0.49,5.69,-6.68,12.37,52.35,8.03,1.31079
-0.49,5.72,-6.71,12.43,53.52,8.5,1.36444
-0.18,5.93,-6.3,12.23,54.6,9.0,1.4
-0.08,5.92,-6.08,12.0,54.57,9.5,1.47978
-0.08,5.86,-6.03,11.89,54.5,10.0,1.46505
-0.21,5.62,-6.05,11.68,55.13,10.52,1.414
-0.33,5.37,-6.05,11.43,55.45,11.05,1.3066300000000002
-0.38,5.38,-6.16,11.54,55.12,11.55,1.32922
-0.45,5.41,-6.33,11.75,54.77,11.18,1.32922
-0.33,5.64,-6.31,11.95,54.98,11.18,1.29505
-0.18,5.77,-6.14,11.91,55.1,11.18,1.34617
-0.23,5.63,-6.1,11.74,54.77,11.18,1.3163699999999998
-0.25,5.55,-6.06,11.62,54.23,11.03,1.22216
-0.28,5.64,-6.21,11.85,54.15,10.71,1.1103299999999998
-0.19,5.82,-6.21,12.02,55.06,10.39,1.1103299999999998
-0.13,5.82,-6.1,11.92,54.58,10.06,1.0256500000000002
-0.19,5.75,-6.14,11.89,53.66,9.74,0.93212
-0.07,5.82,-5.98,11.8,53.39,9.42,0.97388
0.02,5.93,-5.9,11.83,53.5,9.1,1.05617
0.1,5.9,-5.71,11.61,53.52,8.77,1.1300599999999998
0.11,5.82,-5.6,11.41,53.02,8.45,1.28268
0.11,6.02,-5.81,11.83,52.73,8.13,1.46321
0.09,6.03,-5.85,11.88,52.94,7.84,1.52033
0.21,5.97,-5.55,11.52,53.66,8.05,1.71228
0.4,6.08,-5.27,11.35,54.63,8.27,1.8345
0.59,6.05,-4.87,10.93,54.82,8.5,1.76953
0.58,6.16,-5.0,11.17,54.69,8.73,1.8545
0.7,6.35,-4.94,11.29,54.71,8.95,1.95035
0.83,6.41,-4.74,11.15,54.94,9.16,1.95035
0.98,6.68,-4.71,11.39,54.34,9.34,1.95035
1.12,6.79,-4.56,11.35,53.45,9.52,1.95035
1.2,6.86,-4.45,11.31,52.92,9.69,1.95035
1.34,7.08,-4.4,11.48,52.21,9.81,1.85033
1.27,7.06,-4.53,11.59,51.16,9.89,1.79756
1.25,7.08,-4.57,11.65,50.73,9.97,1.7493299999999998
1.31,7.15,-4.54,11.69,51.06,10.08,1.70267
1.48,7.31,-4.35,11.65,50.79,9.5,1.76753
1.61,7.58,-4.36,11.94,50.37,8.9,1.76812
1.83,7.75,-4.08,11.83,50.65,8.31,1.76812
1.95,7.7,-3.79,11.49,50.16,8.34,1.69489
1.98,7.73,-3.77,11.5,49.89,8.37,1.7121099999999998
2.08,7.87,-3.71,11.58,49.68,8.4,1.7121099999999998
2.22,8.1,-3.66,11.76,49.45,8.44,1.76694
2.36,8.43,-3.7,12.13,49.15,8.47,1.85862
2.51,8.58,-3.56,12.14,48.69,8.5,1.76659
2.45,8.46,-3.57,12.03,47.65,8.53,1.6744400000000002
2.6,8.63,-3.42,12.04,47.73,8.56,1.6744400000000002
2.83,8.92,-3.26,12.18,47.82,8.6,1.74
2.84,9.01,-3.34,12.35,47.85,8.63,1.75
2.87,9.1,-3.37,12.47,47.58,8.66,1.703
3.05,9.53,-3.43,12.96,47.37,8.69,1.49714
3.39,10.04,-3.26,13.3,47.48,8.73,1.30231
3.69,10.4,-3.03,13.44,47.34,8.76,1.01333
3.89,10.41,-2.63,13.04,47.56,10.21,1.01333
4.2,10.88,-2.49,13.37,46.95,11.18,0.60591
4.52,11.37,-2.33,13.7,46.5,12.13,0.414
4.85,11.91,-2.21,14.11,46.1,13.08,0.3933299999999999
5.1,12.19,-2.0,14.19,45.56,14.03,0.3933299999999999
5.18,12.22,-1.86,14.09,44.65,14.98,0.3933299999999999
5.19,12.46,-2.08,14.54,43.44,15.81,0.3933299999999999
5.11,12.53,-2.3,14.84,42.84,16.63,0.3933299999999999
5.16,12.79,-2.46,15.26,42.74,17.45,0.3933299999999999
5.29,13.07,-2.48,15.56,42.6,18.27,0.3933299999999999
5.45,13.4,-2.48,15.88,42.26,19.1,0.42375
5.73,13.74,-2.27,16.0,42.05,19.92,0.47
6.15,14.37,-2.05,16.42,42.58,20.74,0.41033
6.54,14.63,-1.55,16.18,42.94,21.53,0.4204
6.77,14.84,-1.29,16.13,43.71,21.55,0.4204
7.03,14.91,-0.86,15.77,44.84,21.56,0.4605
7.38,15.25,-0.47,15.72,45.42,21.63,0.4605
7.73,15.65,-0.2,15.85,46.42,22.11,0.464
8.03,15.76,0.31,15.45,47.85,22.65,0.201
8.27,15.81,0.75,15.06,48.84,23.26,0.201
8.37,15.64,1.12,14.52,50.03,23.9,0.201
8.49,15.51,1.49,14.02,50.71,24.55,0.201
8.67,15.64,1.71,13.93,51.31,25.19,0.108
16.98,25.62,8.36,17.26,55.08,32.18,0.102
17.14,25.82,8.47,17.35,54.71,30.69,0.15
17.35,26.02,8.71,17.31,54.6,29.21,0.15133
17.54,26.18,8.92,17.27,54.56,27.73,0.15133
17.69,26.39,9.0,17.39,54.77,26.24,0.2035
17.91,26.62,9.22,17.41,55.06,24.76,0.3132
18.05,26.73,9.37,17.36,55.06,23.27,0.5323300000000001
18.19,26.82,9.56,17.26,55.0,21.79,0.8434299999999999
18.41,27.08,9.74,17.35,54.69,20.29,1.07075
18.51,27.29,9.74,17.55,54.1,18.32,1.2653299999999998
18.59,27.45,9.73,17.72,53.74,16.35,1.2653299999999998
18.63,27.53,9.74,17.79,53.68,16.35,1.7027
18.69,27.52,9.87,17.65,53.39,16.35,2.279
18.81,27.81,9.82,18.0,52.08,16.0,2.73383
18.95,28.11,9.8,18.3,51.68,15.65,3.06262
19.02,28.0,10.05,17.94,52.13,15.39,3.73
19.16,28.13,10.21,17.92,52.45,15.13,4.59527
19.33,28.21,10.45,17.76,52.55,14.87,4.59527
19.45,28.26,10.66,17.6,52.97,14.63,5.61419
19.55,28.4,10.73,17.67,53.18,14.39,6.38759
19.74,28.6,10.89,17.71,53.11,14.15,7.08517
19.82,28.71,10.94,17.77,53.23,13.84,7.88016
20.08,29.06,11.12,17.95,53.15,13.31,8.5598
20.2,29.13,11.28,17.85,53.32,12.77,9.45476
20.29,29.1,11.5,17.6,53.55,12.24,9.45476
20.43,29.27,11.6,17.67,53.11,11.71,10.98391
20.74,29.48,12.01,17.47,53.45,11.21,11.99643
20.92,29.38,12.47,16.91,54.42,10.71,12.94933
21.09,29.62,12.57,17.05,54.42,10.21,13.99136
21.27,29.67,12.87,16.79,54.48,9.74,14.955
21.4,29.61,13.19,16.42,55.48,9.56,16.12
21.6,29.66,13.54,16.13,55.84,9.39,16.73608
21.71,29.72,13.7,16.02,56.5,9.21,18.91742
21.83,29.81,13.85,15.96,56.98,9.03,21.28304
21.95,29.73,14.17,15.55,57.61,8.85,23.0823
22.02,29.57,14.48,15.09,58.32,9.44,25.249740000000003
22.02,29.3,14.74,14.56,59.23,11.16,27.14307
22.09,29.14,15.05,14.09,59.98,12.89,29.07552
22.12,29.05,15.19,13.86,60.63,14.61,30.08958
22.22,29.05,15.41,13.64,61.21,16.34,33.11562
22.32,29.1,15.55,13.55,61.31,18.26,35.787769999999995
22.38,29.11,15.67,13.44,61.45,17.53,37.18352
22.37,29.07,15.69,13.37,61.42,17.55,39.7253
22.36,29.08,15.65,13.43,61.56,17.56,42.91589
22.33,29.07,15.59,13.47,62.23,17.58,46.766
22.43,29.02,15.85,13.16,62.69,17.6,48.29515
22.7,29.25,16.15,13.1,62.82,17.52,52.36431
22.75,29.05,16.44,12.61,63.18,18.03,55.80523
22.69,28.8,16.59,12.21,64.1,19.05,57.03193
22.75,28.68,16.83,11.86,64.82,22.08,59.03148
22.82,28.62,17.02,11.6,65.35,25.11,61.09578
22.89,28.55,17.24,11.31,65.97,28.18,65.16533
23.02,28.53,17.52,11.0,66.65,31.9,66.81823
23.04,28.41,17.68,10.72,66.98,35.63,70.109
23.15,28.47,17.85,10.62,67.18,39.35,73.11614999999999
23.28,28.58,17.98,10.61,67.24,43.15,74.69889
23.19,28.47,17.93,10.54,67.42,46.94,77.41152000000001
22.95,28.15,17.76,10.39,67.63,50.82,80.50247999999999
23.05,28.32,17.8,10.52,67.34,54.71,83.28741000000001
23.22,28.46,17.99,10.47,67.35,58.6,84.99077
23.2,28.33,18.08,10.25,68.11,62.52,89.67369000000001
23.4,28.61,18.22,10.39,67.82,66.15,94.68535
23.55,28.74,18.38,10.36,68.02,69.77,97.17293
23.66,28.72,18.61,10.11,68.56,73.76,100.20026
23.79,28.76,18.84,9.92,68.95,77.74,103.12067
23.93,28.92,18.96,9.96,69.02,81.73,107.11026
24.11,29.19,19.04,10.16,68.74,84.95,108.96523
24.27,29.39,19.17,10.22,68.58,87.03,116.44273
24.47,29.59,19.37,10.22,68.55,89.11,123.24008
24.58,29.63,19.55,10.08,68.95,91.45,127.65419
24.74,29.78,19.71,10.07,68.81,93.79,133.6287
25.0,30.15,19.85,10.31,68.6,95.84,142.33615
25.18,30.33,20.03,10.3,68.77,95.82,145.72558999999998
25.39,30.45,20.34,10.11,69.15,95.81,148.474
25.65,30.72,20.58,10.14,69.08,95.79,162.95531
25.93,31.04,20.82,10.22,68.87,95.77,174.72158
26.06,31.24,20.87,10.37,69.05,95.76,184.98207
26.23,31.53,20.93,10.6,68.92,95.74,199.68126
26.54,32.02,21.05,10.96,68.63,95.13,216.85381
26.84,32.45,21.22,11.23,67.97,94.1,237.18063
27.06,32.81,21.31,11.5,67.34,91.03,243.42273
27.13,32.92,21.34,11.57,67.05,87.97,269.70315000000005
27.09,32.87,21.3,11.57,66.76,84.92,292.86258000000004
27.0,32.84,21.17,11.67,66.71,81.53,306.19089
27.03,32.92,21.14,11.78,66.79,78.34,315.66244
27.03,32.92,21.14,11.78,66.82,75.15,333.97415
27.04,32.94,21.15,11.78,66.69,71.89,354.50619
27.11,32.99,21.22,11.77,67.0,68.69,363.66654
27.29,33.25,21.32,11.94,66.87,65.45,392.88654
27.31,33.29,21.33,11.96,66.94,62.21,413.87292
27.24,33.2,21.26,11.93,67.05,58.97,420.83493
27.23,33.2,21.26,11.94,66.9,55.79,437.30489
27.15,33.12,21.18,11.94,66.82,53.02,445.7103
27.05,33.01,21.08,11.93,66.84,50.24,453.39485
27.01,33.02,21.0,12.02,66.53,47.11,465.50038
26.85,32.79,20.91,11.87,66.68,44.03,485.10742
26.62,32.43,20.8,11.64,67.16,42.24,496.46742
26.49,32.27,20.7,11.57,67.16,40.45,485.54544
26.35,32.22,20.47,11.75,67.02,38.66,486.16378
26.14,32.04,20.23,11.81,67.13,37.23,492.22585
26.05,32.04,20.05,11.99,66.6,35.53,498.29993
25.84,31.85,19.83,12.02,66.56,33.84,508.13258
25.67,31.66,19.67,11.99,66.52,32.15,510.44285
25.51,31.43,19.58,11.85,66.6,32.15,513.64104
25.39,31.27,19.5,11.78,66.58,32.66,501.95185
25.17,30.99,19.35,11.64,66.89,33.18,491.64852
24.97,30.74,19.22,11.52,67.11,33.69,482.46
24.81,30.41,19.21,11.21,67.52,34.24,472.63585
24.49,29.96,19.03,10.93,68.0,34.79,471.00331
24.19,29.62,18.77,10.85,68.0,35.34,454.75419
23.86,29.32,18.41,10.91,67.9,35.81,435.626
23.56,29.17,17.95,11.22,67.58,36.27,425.47119
23.31,29.05,17.56,11.49,67.42,36.74,402.67344
23.19,29.06,17.32,11.74,67.27,37.16,381.08574
23.07,28.97,17.17,11.8,66.79,37.26,362.11096
22.79,28.75,16.84,11.92,66.53,37.16,362.08581
22.53,28.58,16.48,12.1,66.35,37.06,343.29212
22.21,28.32,16.11,12.21,66.42,36.97,322.58623
21.94,28.16,15.72,12.44,66.26,36.81,315.2873
21.71,27.82,15.6,12.23,66.44,36.56,287.51167
21.55,27.73,15.37,12.36,66.18,36.32,268.20522
21.43,27.7,15.15,12.55,65.81,36.08,251.66648
21.28,27.74,14.83,12.92,65.31,35.71,238.05785
21.17,27.8,14.55,13.25,64.84,34.94,228.15346
21.04,27.79,14.28,13.51,64.27,34.16,219.34465
20.75,27.49,14.01,13.48,64.55,33.4,215.70411
20.61,27.41,13.81,13.6,64.55,32.6,195.3777
20.61,27.55,13.66,13.89,64.03,30.5,180.90722
20.47,27.47,13.48,13.99,64.18,28.4,174.37744
20.38,27.44,13.33,14.11,63.98,26.31,170.96957999999998
20.28,27.46,13.11,14.35,63.56,23.85,162.03992000000002
20.15,27.39,12.92,14.47,63.53,21.4,151.85738
19.99,27.17,12.83,14.34,63.48,18.95,145.99295999999998
19.82,26.91,12.74,14.17,63.58,17.0,132.72296
19.54,26.73,12.37,14.36,63.02,18.06,123.65228
19.29,26.64,11.96,14.67,62.71,18.61,117.2646
19.08,26.51,11.68,14.83,62.15,19.16,114.12929
18.88,26.34,11.44,14.9,61.84,19.71,108.82296
18.67,26.35,11.01,15.35,61.19,20.23,103.02308
18.58,26.49,10.71,15.78,60.58,20.74,100.46168
18.46,26.44,10.52,15.92,60.55,21.26,96.34044
18.3,26.29,10.34,15.95,60.34,21.77,92.02824
18.11,26.08,10.16,15.92,60.34,22.37,86.81439999999999
18.09,25.99,10.21,15.79,60.33,22.97,84.50458
17.82,25.61,10.05,15.56,60.32,23.56,79.30592
17.67,25.63,9.73,15.9,59.83,24.16,74.70583
17.54,25.58,9.53,16.05,59.75,24.76,72.90684
17.42,25.46,9.42,16.04,59.85,25.35,69.26456
17.36,25.37,9.39,15.97,59.87,25.95,64.92344
17.34,25.4,9.32,16.08,59.3,26.55,60.47452
17.24,25.54,8.96,16.58,58.9,27.15,57.68154
17.04,25.4,8.71,16.69,59.08,27.74,52.83867
16.9,25.28,8.56,16.72,59.17,28.34,46.98433
16.82,25.15,8.5,16.65,59.4,28.94,45.2348
16.66,24.91,8.43,16.49,59.68,29.53,39.93312
16.54,24.72,8.38,16.35,60.02,30.13,34.68632
16.49,24.75,8.25,16.5,59.75,30.71,30.25004
16.31,24.66,7.98,16.67,59.18,31.29,27.28208
16.05,24.45,7.67,16.78,58.85,31.87,24.19392
15.83,24.11,7.57,16.55,58.87,32.98,23.43542
15.55,23.78,7.34,16.44,58.55,34.1,22.76132
15.23,23.33,7.14,16.19,58.25,35.21,22.30085
14.78,22.8,6.77,16.03,57.73,36.32,21.62485
14.3,22.42,6.19,16.24,57.43,37.44,21.84607
13.75,21.93,5.58,16.36,57.18,36.37,21.31262
13.49,21.67,5.33,16.35,57.4,35.31,20.80112
13.27,21.44,5.11,16.32,57.3,34.24,19.54527
13.03,21.3,4.76,16.54,57.47,33.18,18.91959
12.87,21.17,4.58,16.6,57.62,32.11,17.63063
12.72,20.95,4.49,16.45,57.9,31.19,16.0837
12.55,20.46,4.64,15.82,59.02,31.02,14.84037
