average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
25.34,28.66,22.0,6.66,89.06,54.44,72.71671
24.85,28.11,21.59,6.52,88.88,36.69,60.08014
24.35,27.74,20.96,6.77,87.94,44.69,51.78414
23.76,27.14,20.4,6.74,88.62,54.81,54.95917
23.42,27.16,19.71,7.45,87.31,62.19,70.55842999999999
23.2,27.3,19.11,8.19,85.56,68.88,73.33086
22.51,26.56,18.49,8.08,86.0,76.81,68.09128999999999
22.02,25.91,18.17,7.74,86.56,83.94,58.34757
22.38,26.68,18.1,8.58,85.38,89.12,65.16086
22.56,26.78,18.35,8.43,85.44,94.31,67.42086
22.5,26.23,18.79,7.44,88.06,100.56,70.58883
22.25,25.6,18.89,6.71,89.38,106.62,62.194
22.39,25.48,19.29,6.19,90.56,113.5,46.11686
22.43,25.23,19.61,5.61,91.81,120.5,46.47886
22.83,25.68,19.95,5.73,91.38,130.12,48.584
23.36,26.55,20.14,6.41,89.31,139.19,53.92271
23.43,26.6,20.24,6.36,89.0,148.25,58.79029
23.36,26.66,20.08,6.59,88.75,157.31,59.47083
23.31,26.51,20.1,6.41,89.0,166.06,58.99371
23.74,27.2,20.28,6.92,87.75,171.62,62.54043
23.62,27.29,19.96,7.32,86.69,176.38,66.18414
23.39,27.42,19.35,8.07,85.0,181.0,68.40229
23.02,27.38,18.7,8.67,83.75,181.75,80.82243
22.65,27.29,18.04,9.25,82.88,182.5,86.04171000000001
22.17,26.92,17.44,9.49,82.06,183.25,81.68233000000001
21.81,26.8,16.83,9.97,81.0,161.0,89.97686
21.64,27.0,16.28,10.72,79.12,138.44,96.26186
21.27,26.59,15.95,10.64,80.25,118.56,102.05743
21.16,26.59,15.74,10.85,79.44,98.69,102.56957
21.17,26.66,15.68,10.99,79.06,78.81,95.65214
21.35,26.88,15.79,11.09,78.38,58.94,85.47457
21.56,27.14,15.95,11.19,79.0,39.06,85.27283
21.91,27.59,16.2,11.39,79.25,19.19,85.27283
21.75,27.35,16.11,11.24,80.12,22.31,74.3786
21.55,27.48,15.59,11.89,78.56,25.0,67.94175
21.37,27.85,14.89,12.96,75.62,25.0,59.8745
21.07,27.5,14.62,12.88,76.56,25.0,60.27425
20.87,27.36,14.37,12.99,76.69,25.0,54.0825
20.32,27.01,13.65,13.36,76.44,25.0,58.91767
20.09,26.64,13.56,13.08,76.19,25.0,67.3175
19.71,26.34,13.12,13.21,75.25,25.0,67.2218
19.49,25.81,13.2,12.61,74.94,25.0,66.86983000000001
19.29,25.44,13.2,12.24,75.94,25.0,61.86214
19.03,25.2,12.9,12.3,75.5,25.0,62.06971
18.76,25.5,12.08,13.42,72.69,25.0,55.53429
18.41,25.25,11.62,13.62,72.62,25.0,56.5405
18.41,25.34,11.52,13.81,71.88,25.0,57.31671
18.06,25.38,10.79,14.59,70.88,25.06,53.42643
17.65,24.45,10.88,13.58,74.0,33.12,49.16329
17.78,24.84,10.73,14.11,74.0,41.19,42.79129
18.03,24.99,11.08,13.91,74.38,49.25,46.12771
18.21,24.83,11.6,13.23,76.44,57.31,46.73629
18.6,24.64,12.56,12.08,78.94,65.38,48.433
18.81,24.14,13.5,10.64,81.69,74.31,49.63029
18.86,23.65,14.08,9.58,83.56,83.25,44.78043
18.86,23.16,14.55,8.61,85.19,80.06,41.36886
19.04,23.66,14.4,9.26,83.62,68.88,42.92886
18.34,22.91,13.76,9.15,84.19,57.69,44.97271
17.86,22.66,13.05,9.61,83.06,46.5,43.65286
17.23,22.31,12.14,10.17,81.44,35.31,42.48417
16.3,21.76,10.83,10.94,79.94,24.12,45.93886
15.64,21.9,9.35,12.55,76.62,12.06,47.63786
15.01,21.75,8.27,13.47,75.12,0.0,50.88143
14.66,21.87,7.45,14.42,73.5,0.0,48.25729
14.56,22.35,6.79,15.56,71.62,0.0,45.10314
14.9,23.12,6.69,16.44,70.12,0.0,43.28757
14.65,23.1,6.21,16.89,70.56,0.0,42.84683
14.61,22.99,6.25,16.74,70.81,0.0,41.49357
14.39,22.74,6.05,16.69,70.69,0.0,35.068
13.95,22.34,5.57,16.76,70.31,0.0,30.52629
13.47,21.89,5.08,16.81,69.81,0.25,27.98771
12.71,21.34,4.1,17.24,69.06,0.5,29.99957
11.96,20.62,3.3,17.32,68.81,0.75,31.469
11.47,20.17,2.79,17.39,68.69,1.0,33.029830000000004
11.47,19.3,3.68,15.62,71.5,4.5,34.57657
11.37,18.64,4.14,14.5,74.69,15.94,32.00143
11.54,18.5,4.6,13.9,75.88,27.94,30.729
11.66,18.41,4.94,13.48,76.81,39.94,31.35986
11.94,18.53,5.36,13.16,78.81,51.69,31.722
12.51,18.76,6.27,12.49,79.81,63.44,28.05757
12.62,18.6,6.66,11.94,81.62,75.19,26.71317
12.25,18.0,6.49,11.51,81.69,86.94,26.87929
11.62,18.35,4.89,13.46,77.0,95.44,22.83743
11.2,18.85,3.54,15.31,72.12,96.0,24.77557
10.97,19.16,2.8,16.36,68.81,96.0,26.39043
10.82,18.39,3.26,15.13,71.06,98.62,23.15086
10.99,17.92,4.04,13.89,73.0,86.62,19.225
10.55,17.04,4.05,12.99,72.75,74.94,20.518
9.8,16.17,3.4,12.77,70.81,63.25,19.96786
9.5,16.04,2.95,13.09,71.19,51.56,17.33229
9.47,15.91,3.01,12.9,72.44,39.88,17.27243
9.55,15.45,3.64,11.81,75.44,28.19,15.37114
9.36,14.99,3.71,11.27,78.0,16.5,14.90614
9.32,15.32,3.31,12.01,77.25,2.19,13.662
8.55,15.19,1.92,13.26,73.69,2.5,14.60333
8.06,15.35,0.77,14.57,73.0,2.5,14.95557
8.02,15.5,0.55,14.95,73.44,2.5,14.80443
7.76,14.79,0.75,14.04,72.94,2.88,15.977
6.79,13.22,0.36,12.86,72.38,3.25,14.32571
5.76,12.37,-0.84,13.21,70.19,3.62,13.12357
5.01,11.62,-1.59,13.21,68.75,4.0,11.29843
4.5,11.34,-2.34,13.67,65.62,4.38,11.524
4.13,10.85,-2.6,13.45,66.56,4.75,12.67686
3.66,10.2,-2.87,13.07,67.0,5.12,11.73414
3.31,9.9,-3.26,13.16,65.81,5.5,11.14743
3.13,10.16,-3.91,14.07,66.0,5.5,10.394
3.8,11.55,-3.94,15.49,66.12,5.5,11.84529
4.08,11.67,-3.51,15.19,69.38,5.5,11.80386
4.64,11.76,-2.46,14.22,72.75,5.5,12.42883
4.85,11.35,-1.61,12.96,77.31,5.5,12.84543
5.25,11.64,-1.11,12.75,77.81,5.5,11.12357
5.84,12.1,-0.39,12.49,78.81,5.5,10.62943
6.4,12.55,0.29,12.26,80.19,5.5,10.17157
6.65,12.49,0.86,11.63,83.62,5.75,9.54029
6.89,12.28,1.54,10.74,85.5,6.0,8.39329
7.12,12.28,2.0,10.28,86.19,6.62,8.642
6.36,11.99,0.75,11.24,84.75,6.31,8.44829
4.81,10.63,-0.99,11.61,80.62,6.0,6.92457
3.39,9.01,-2.23,11.24,80.94,5.88,6.08486
1.69,7.2,-3.81,11.01,80.25,5.75,5.28257
-0.09,5.06,-5.23,10.29,79.69,5.62,4.63729
-1.71,3.44,-6.86,10.3,76.44,5.25,3.60643
-3.34,1.76,-8.44,10.2,75.75,4.88,3.25483
-4.47,0.8,-9.76,10.56,73.19,4.12,3.13314
-5.25,-0.03,-10.49,10.46,71.88,4.31,2.6405700000000003
-4.81,0.69,-10.34,11.03,74.0,4.5,2.32971
-4.49,1.09,-10.08,11.16,73.56,4.5,2.62871
-4.14,1.39,-9.68,11.06,73.69,4.62,2.81543
-4.06,1.47,-9.61,11.09,74.5,4.75,2.65467
-3.94,1.6,-9.48,11.08,74.75,4.88,3.0404
-3.47,1.99,-8.95,10.94,75.69,5.62,3.0404
-3.73,1.85,-9.29,11.14,75.44,6.88,3.1572
-4.24,0.95,-9.41,10.36,75.12,8.12,2.5782
-5.35,0.05,-10.72,10.77,73.38,9.38,2.597
-6.4,-0.69,-12.1,11.41,73.75,10.62,1.948
-6.45,-0.66,-12.21,11.55,73.94,11.81,2.259
-6.7,-0.62,-12.75,12.13,73.56,13.0,2.259
-6.93,-0.69,-13.14,12.45,75.12,14.19,2.5488000000000004
-7.65,-1.02,-14.25,13.23,75.06,14.75,3.23417
-6.94,-0.59,-13.29,12.7,76.12,14.81,4.37717
-6.27,0.31,-12.85,13.16,77.06,14.88,4.62233
-5.75,0.82,-12.31,13.14,77.0,14.94,4.08314
-5.14,1.59,-11.84,13.42,75.44,15.0,3.93629
-5.29,1.59,-12.14,13.73,76.5,15.0,3.93467
-4.1,2.4,-10.58,12.98,78.44,15.0,3.93467
-3.06,3.25,-9.36,12.61,76.5,15.0,3.39633
-2.5,3.3,-8.29,11.59,75.44,15.06,2.487
-3.54,2.17,-9.22,11.4,72.75,13.19,1.0154
-3.91,1.75,-9.56,11.31,72.31,11.31,0.66575
-4.0,1.8,-9.79,11.59,73.81,9.44,1.63025
-3.3,2.19,-8.79,10.98,75.62,7.56,2.12967
-2.61,2.71,-7.95,10.66,76.0,5.69,2.12967
-2.99,2.36,-8.35,10.71,74.69,4.12,2.12967
-3.74,1.41,-8.9,10.31,74.0,2.56,2.9555
-4.1,1.39,-9.59,10.98,73.75,0.94,4.706
-3.74,2.15,-9.61,11.76,75.38,1.25,4.706
-3.13,2.96,-9.19,12.15,75.75,1.56,4.706
-1.79,3.99,-7.58,11.56,75.25,2.69,0.289
-1.55,4.23,-7.31,11.54,76.25,2.81,0.289
-1.11,4.26,-6.49,10.75,77.5,3.0,0.6445
-0.79,4.44,-6.02,10.46,78.5,3.25,0.6445
-1.18,3.66,-6.02,9.69,80.81,3.5,0.563
-0.75,4.2,-5.72,9.92,80.12,3.75,0.702
-0.18,4.69,-5.05,9.74,82.44,4.0,0.702
0.79,5.02,-3.45,8.47,84.75,4.19,0.65
0.49,4.65,-3.66,8.31,84.12,4.31,0.6822
0.29,4.24,-3.68,7.91,84.25,4.44,0.6822
0.02,4.0,-3.95,7.95,84.75,4.5,0.60275
-0.6,3.51,-4.7,8.21,83.19,4.5,0.4848
-1.15,3.34,-5.61,8.95,80.44,4.5,0.506
-1.83,2.97,-6.61,9.59,78.56,3.94,0.30167
-2.15,3.07,-7.38,10.45,75.75,3.38,0.30167
-2.7,3.21,-8.63,11.84,71.94,2.81,0.2315
-2.55,3.74,-8.86,12.6,71.25,2.25,0.013
-2.13,4.06,-8.33,12.39,71.0,1.69,0.013
-2.0,4.31,-8.34,12.65,69.38,1.12,0.013
-1.19,4.95,-7.35,12.3,70.31,0.0,1.195
-1.19,4.69,-7.09,11.78,69.0,0.0,1.195
-1.54,4.65,-7.74,12.39,67.12,0.0,0.9385
-1.62,4.76,-8.01,12.78,68.25,0.0,0.9385
-1.21,5.51,-7.95,13.46,68.19,0.0,0.9385
-0.1,6.04,-6.25,12.29,72.94,1.25,0.9385
1.04,6.55,-4.47,11.03,76.06,2.56,0.909
0.96,5.91,-3.99,9.9,78.06,3.88,0.909
0.8,5.69,-4.09,9.77,78.25,5.19,0.766
1.24,6.5,-4.01,10.51,80.0,6.5,0.766
2.11,6.84,-2.62,9.46,82.62,8.31,0.85
2.66,6.87,-1.56,8.44,83.06,10.19,0.85
2.49,6.12,-1.15,7.27,83.5,12.06,0.634
2.28,6.44,-1.86,8.3,80.19,12.69,0.634
2.58,7.47,-2.32,9.8,77.0,13.25,0.418
2.59,7.82,-2.64,10.46,75.06,13.88,0.418
2.28,7.36,-2.79,10.15,73.12,14.5,1.026
2.04,6.94,-2.85,9.79,73.12,15.12,1.026
1.86,6.86,-3.1,9.96,72.81,13.31,1.026
1.61,7.12,-3.86,10.99,70.19,11.44,1.026
1.87,7.5,-3.71,11.21,69.12,9.69,1.634
1.45,6.91,-3.99,10.9,67.81,7.94,1.142
0.6,6.05,-4.8,10.85,66.69,6.19,0.828
0.65,6.67,-5.35,12.02,65.0,4.38,1.026
1.14,7.74,-5.45,13.19,64.69,2.56,0.82333
1.75,8.89,-5.36,14.25,62.94,0.75,0.82333
1.71,9.34,-5.91,15.25,59.94,0.88,0.82333
1.17,8.38,-6.02,14.4,57.06,1.0,0.82333
0.72,8.4,-6.94,15.34,56.31,1.0,0.82333
0.99,9.1,-7.11,16.21,55.69,1.0,0.91
1.82,9.86,-6.2,16.06,56.31,1.5,2.215
1.95,9.93,-6.0,15.93,56.56,2.0,2.81
2.12,10.18,-5.89,16.06,56.94,2.5,2.81
2.39,10.56,-5.76,16.33,56.44,3.0,2.81
3.15,11.64,-5.3,16.94,57.31,3.5,2.81
4.46,12.79,-3.83,16.61,61.44,6.31,2.81
5.86,14.18,-2.42,16.6,62.44,9.12,1.725
7.3,15.61,-0.97,16.59,62.69,11.94,1.196
7.89,16.51,-0.7,17.21,62.69,14.25,0.389
8.6,17.05,0.19,16.86,62.25,16.56,0.389
8.51,16.64,0.4,16.24,60.69,18.88,0.389
8.02,15.79,0.26,15.53,60.88,21.19,0.389
7.47,15.25,-0.29,15.54,60.06,23.5,0.389
7.24,15.96,-1.46,17.43,58.19,23.5,0.49267
6.7,15.76,-2.34,18.1,56.44,23.5,0.419
6.05,15.56,-3.46,19.03,56.31,23.5,0.7
6.25,15.46,-2.98,18.44,57.0,23.5,0.7
6.65,16.36,-3.08,19.44,57.31,23.5,0.7
7.19,16.75,-2.38,19.12,61.88,23.88,0.7
8.09,16.72,-0.54,17.26,65.69,21.12,0.717
8.67,17.1,0.24,16.86,67.21,18.38,0.5413300000000001
9.67,17.34,2.0,15.34,71.71,17.44,0.64
10.29,17.19,3.39,13.8,73.64,17.31,0.61225
10.57,16.03,5.14,10.89,79.64,17.56,0.61225
10.3,15.36,5.29,10.07,81.93,17.88,0.6486000000000001
9.71,13.76,5.71,8.04,84.79,18.5,0.649
9.86,13.69,6.09,7.6,83.79,18.75,0.59157
9.6,14.14,5.1,9.04,81.29,22.12,0.53814
9.55,14.66,4.46,10.2,78.75,25.5,0.517
9.26,15.0,3.55,11.45,74.5,27.06,0.4037099999999999
9.18,15.24,3.14,12.1,72.88,27.81,0.38283
9.43,15.79,3.06,12.72,69.94,28.38,0.436
9.31,15.36,3.25,12.11,71.12,30.0,0.37633
9.91,16.3,3.51,12.79,69.25,31.81,0.3213999999999999
10.09,17.05,3.11,13.94,69.19,34.31,0.34
10.15,17.47,2.82,14.65,68.81,36.81,0.3333299999999999
10.34,17.95,2.74,15.21,68.0,39.31,0.479
10.61,17.2,4.02,13.18,70.69,44.06,0.755
10.39,16.43,4.34,12.09,74.69,50.62,0.755
11.09,18.48,3.71,14.76,70.38,62.25,1.087
11.1,18.91,3.3,15.61,69.5,67.0,0.7185
11.64,19.38,3.89,15.49,67.19,71.06,0.5006700000000001
12.07,20.02,4.11,15.91,66.31,75.12,0.5006700000000001
12.6,20.66,4.54,16.12,66.88,79.19,0.5006700000000001
13.09,22.14,4.03,18.11,64.81,81.0,0.5006700000000001
13.84,23.68,4.01,19.66,61.69,81.0,0.5006700000000001
14.09,23.13,5.07,18.05,65.31,82.31,1.129
14.8,23.83,5.77,18.05,65.94,83.62,1.51775
15.65,24.5,6.79,17.71,67.69,73.5,1.98625
16.33,25.11,7.52,17.59,69.5,63.38,3.891
17.06,24.75,9.36,15.39,73.38,53.5,3.891
16.94,23.98,9.87,14.1,73.62,43.62,4.2746
16.36,23.35,9.36,13.99,73.69,33.75,5.25417
16.15,23.06,9.21,13.85,73.25,23.88,7.74986
16.15,24.08,8.17,15.9,69.31,12.69,8.711709999999998
15.69,23.8,7.55,16.25,68.81,1.5,8.93529
15.6,23.36,7.84,15.53,68.31,1.75,10.27286
15.2,23.14,7.27,15.86,67.25,2.0,10.70433
14.91,23.4,6.42,16.98,65.12,3.12,10.73857
14.97,23.08,6.89,16.19,67.31,6.19,10.59743
15.84,23.66,8.02,15.64,68.25,9.25,9.660290000000002
16.49,24.31,8.67,15.64,70.0,12.31,7.15714
17.14,24.26,10.02,14.24,72.69,15.38,7.02114
17.54,24.51,10.57,13.94,71.44,18.44,8.511
17.24,24.67,9.8,14.88,70.19,21.5,7.99833
17.29,24.47,10.11,14.36,70.56,24.56,8.139569999999999
17.31,24.3,10.34,13.96,72.25,27.25,7.67217
17.44,24.66,10.21,14.45,71.62,28.0,7.37117
17.17,24.7,9.65,15.05,70.81,28.75,8.55167
17.2,24.65,9.75,14.9,69.19,29.5,8.77083
16.94,25.0,8.89,16.11,66.62,30.25,8.34067
17.04,25.35,8.71,16.64,66.88,31.0,7.081600000000001
17.29,25.69,8.87,16.81,67.81,31.75,7.081600000000001
17.62,26.49,8.72,17.76,67.25,32.5,5.835
17.9,27.59,8.19,19.4,63.69,32.5,5.95033
18.71,28.78,8.64,20.14,62.5,32.5,6.91567
19.25,29.16,9.31,19.85,63.0,32.5,6.50517
19.21,28.45,9.95,18.5,65.12,32.62,8.612
19.41,28.49,10.31,18.17,65.75,32.75,9.0916
19.72,28.57,10.85,17.72,66.69,28.69,16.65283
20.26,28.69,11.81,16.87,66.31,24.62,21.00986
20.45,28.35,12.54,15.81,66.19,20.56,28.71
20.51,28.26,12.75,15.51,66.5,16.5,45.974
19.57,26.75,12.38,14.37,68.5,12.5,69.70614
19.25,26.39,12.1,14.29,69.06,8.5,115.08714
19.65,27.41,11.89,15.52,67.62,4.38,131.07532999999998
19.6,27.11,12.1,15.01,68.88,0.25,184.95771
19.66,26.92,12.41,14.51,69.44,0.31,244.58114
19.81,27.49,12.16,15.32,69.25,0.38,302.26414
19.81,27.46,12.19,15.27,70.44,1.31,373.78471
20.3,27.53,13.1,14.42,71.69,2.25,442.887
21.45,29.09,13.84,15.25,70.62,3.25,497.33771
21.89,29.2,14.6,14.6,71.31,4.81,525.91417
22.14,29.19,15.1,14.09,72.12,6.38,570.8538599999999
22.84,29.84,15.84,14.0,72.19,7.94,597.3911400000001
23.17,30.0,16.38,13.63,72.62,9.5,640.408
23.16,29.42,16.9,12.52,74.06,11.12,663.211
23.3,29.52,17.08,12.45,74.56,11.88,698.298
22.82,28.4,17.24,11.16,77.44,13.5,710.7267099999999
22.66,28.04,17.27,10.76,77.56,15.0,736.5
22.75,28.27,17.21,11.06,77.31,16.06,775.90357
22.79,28.3,17.26,11.04,77.38,17.19,782.348
22.78,28.29,17.25,11.04,77.19,18.31,794.857
22.56,28.01,17.07,10.94,77.19,20.19,788.9794300000001
22.21,27.27,17.12,10.15,78.88,27.88,786.83014
22.28,27.31,17.2,10.11,78.88,35.56,761.41943
22.7,28.36,17.0,11.36,77.12,42.38,771.974
22.9,28.69,17.09,11.6,77.31,49.19,842.58343
23.0,28.4,17.59,10.81,78.12,55.88,838.52629
22.91,28.16,17.65,10.51,77.38,53.12,850.13914
22.61,27.89,17.32,10.56,77.12,50.38,877.004
22.55,28.12,16.97,11.15,75.94,46.88,915.40957
22.4,28.69,16.1,12.59,74.0,37.5,948.11657
22.27,28.75,15.79,12.96,73.69,28.12,1001.96383
22.31,28.67,15.94,12.74,73.0,18.94,1083.80071
21.8,27.7,15.86,11.84,74.88,10.25,1061.944
21.36,27.12,15.54,11.59,76.88,3.31,1044.077
21.37,27.01,15.67,11.34,78.94,5.75,1038.41729
21.69,27.32,15.99,11.34,79.88,8.19,1092.49914
22.31,27.91,16.64,11.27,81.5,10.69,1148.26757
22.96,27.75,18.12,9.62,84.0,14.38,1202.23583
23.25,27.41,19.05,8.36,86.0,18.31,1222.44586
23.55,27.61,19.47,8.14,86.94,22.06,1099.27171
24.2,28.69,19.71,8.97,85.62,25.31,1069.90771
24.53,29.22,19.84,9.39,82.25,26.81,1097.899
24.21,28.94,19.51,9.43,80.56,28.31,1117.56986
24.0,28.51,19.51,9.0,80.62,29.81,1039.58043
23.7,27.76,19.67,8.09,81.88,31.31,981.00783
23.74,28.01,19.47,8.54,81.69,31.62,965.28414
23.95,28.34,19.56,8.78,82.0,32.69,836.46986
24.11,28.24,19.97,8.26,82.94,39.12,786.6935699999999
24.31,27.95,20.66,7.29,84.5,49.44,709.97771
24.54,27.72,21.34,6.39,87.94,68.12,587.14014
25.25,28.24,22.24,6.0,90.12,86.88,465.85671
25.76,28.79,22.71,6.07,89.88,105.62,409.78667
25.89,28.91,22.83,6.09,89.75,124.31,379.44457
26.14,29.27,22.99,6.29,88.88,143.0,291.22057
26.14,29.3,22.97,6.32,89.38,164.19,253.77486
26.26,29.64,22.87,6.76,88.94,180.0,229.43486
26.42,30.1,22.72,7.37,87.75,191.94,190.75786
26.81,31.07,22.52,8.55,85.5,169.31,163.76529000000002
26.76,30.97,22.51,8.46,86.0,148.94,155.06167000000002
26.74,30.96,22.47,8.49,86.38,128.56,151.43429
26.87,31.4,22.34,9.06,85.44,108.19,137.03371
26.9,31.54,22.24,9.3,85.25,87.81,119.98943
27.12,32.06,22.16,9.9,83.56,63.94,111.92986
27.14,32.27,22.0,10.27,82.56,40.06,102.60086
27.14,32.31,21.97,10.34,82.69,16.62,101.57914
26.98,32.01,21.95,10.06,82.94,19.38,117.51167
26.88,32.1,21.68,10.42,82.12,19.81,121.73229
26.51,31.55,21.5,10.05,83.38,20.62,121.24357
26.33,31.36,21.31,10.05,83.0,21.5,120.02714
26.28,31.36,21.21,10.15,82.31,22.38,109.49614
25.95,31.04,20.89,10.15,81.88,23.25,107.22643
25.54,30.7,20.39,10.31,81.88,24.12,100.984
25.06,30.1,20.03,10.07,82.75,26.25,102.34917
24.84,30.12,19.56,10.56,82.38,28.38,105.29186
24.85,30.39,19.34,11.05,80.88,30.5,101.55143
24.89,30.55,19.24,11.31,79.44,32.25,98.95814
24.91,30.34,19.47,10.86,80.44,34.12,94.08271
24.55,29.75,19.34,10.41,81.69,36.31,98.92514
24.3,29.44,19.15,10.29,82.5,38.5,97.15514
24.27,29.24,19.29,9.95,82.12,40.69,99.21617
24.35,29.34,19.35,9.99,81.12,41.19,108.74686
23.95,28.44,19.45,8.99,82.38,44.38,111.73014
23.52,27.84,19.18,8.66,82.88,47.56,106.19929
23.17,27.76,18.55,9.21,82.44,52.06,100.80014
22.62,27.54,17.69,9.85,82.06,57.12,113.62914
22.43,27.55,17.29,10.26,81.06,61.88,111.79729
22.28,27.62,16.9,10.72,80.0,66.62,114.565
22.18,27.6,16.72,10.88,80.56,71.38,118.90186
22.03,27.45,16.57,10.88,80.44,66.0,110.902
22.24,27.83,16.6,11.23,80.12,59.31,103.85814
22.33,27.89,16.72,11.16,80.5,52.94,105.80471
22.58,27.95,17.17,10.78,80.5,45.25,113.75843
22.73,27.75,17.69,10.06,81.19,37.69,108.86571
22.4,27.33,17.46,9.86,81.75,30.12,113.43983
22.11,27.05,17.17,9.88,81.06,22.56,118.63257
21.4,26.66,16.16,10.5,79.81,15.0,118.47157
20.73,26.56,14.91,11.65,78.12,17.56,121.483
20.16,26.55,13.81,12.74,77.0,18.75,122.35286
19.83,26.5,13.19,13.31,76.81,20.25,127.38114
19.1,25.53,12.7,12.83,78.25,22.56,120.72457
18.59,25.39,11.8,13.59,75.69,24.0,122.5955
18.32,25.53,11.12,14.4,74.0,25.44,118.48014
18.07,25.43,10.74,14.69,74.12,26.88,113.55671
17.89,25.19,10.58,14.61,75.06,28.31,100.92157
17.95,24.86,11.01,13.85,76.0,29.75,98.729
17.91,24.81,10.99,13.82,75.75,31.19,95.206
17.81,24.85,10.75,14.1,74.81,32.0,87.26943
17.91,25.56,10.26,15.3,72.94,32.0,88.584
18.15,26.01,10.3,15.71,72.5,32.0,98.82171
18.41,26.42,10.43,16.0,71.81,32.0,100.18957
18.35,26.0,10.71,15.29,73.5,32.0,102.72886
18.66,26.19,11.18,15.01,74.06,32.0,110.85229
18.88,26.48,11.33,15.15,74.12,32.0,108.98143
18.92,26.38,11.53,14.85,74.62,32.0,108.00429
18.95,26.55,11.4,15.15,73.44,32.0,113.43417
18.88,26.84,10.95,15.89,71.69,32.0,113.43417
18.78,26.81,10.75,16.06,72.12,32.0,104.0714
18.69,26.09,11.28,14.81,73.0,32.0,100.3232
18.56,25.9,11.2,14.7,73.0,30.56,89.06739999999999
17.79,25.35,10.19,15.16,71.75,29.12,75.10260000000001
17.3,25.08,9.49,15.59,71.56,27.69,68.73660000000001
16.75,24.71,8.74,15.98,69.81,26.25,68.64275
16.24,24.23,8.19,16.04,70.19,24.81,76.26
15.83,23.74,7.84,15.9,71.5,23.38,80.52
15.49,23.5,7.43,16.07,71.62,21.94,78.71143
15.26,23.67,6.8,16.87,71.62,20.5,74.21428999999999
14.77,23.56,5.96,17.6,68.69,20.5,69.55586
14.51,23.24,5.75,17.49,69.88,21.38,66.51471000000001
13.58,21.86,5.26,16.6,71.88,22.75,65.81083
13.21,21.24,5.16,16.07,72.88,24.19,64.011
12.72,20.84,4.6,16.24,73.12,25.62,55.03043
12.61,20.54,4.69,15.85,72.81,27.06,50.93943
12.44,20.41,4.45,15.96,72.62,28.5,46.98557
12.06,20.2,3.93,16.27,73.38,29.94,47.96557
12.57,20.75,4.39,16.36,74.56,31.38,47.04457
13.16,21.39,4.95,16.44,73.19,31.94,51.36833
14.04,22.69,5.4,17.29,71.0,32.0,49.08586
14.59,23.41,5.78,17.64,71.56,32.0,44.45614
15.14,23.67,6.6,17.07,72.75,32.0,41.008
15.39,23.62,7.14,16.49,74.06,32.0,34.29657
15.45,23.11,7.78,15.34,75.94,32.0,35.24629
15.5,22.96,8.03,14.94,76.31,32.06,28.17557
15.09,22.47,7.69,14.79,76.12,32.12,26.577330000000003
14.65,21.92,7.36,14.56,76.38,32.19,29.92643
14.0,20.98,7.0,13.98,77.12,35.25,30.16
13.11,20.1,6.1,14.0,75.81,38.31,30.66043
12.15,19.04,5.25,13.79,73.75,41.5,30.191
10.74,17.61,3.85,13.76,72.38,44.69,30.20286
9.38,16.64,2.1,14.54,69.56,47.88,27.71271
7.91,15.15,0.66,14.49,68.38,43.81,30.58033
7.31,14.49,0.12,14.36,68.69,39.75,32.11929
6.96,14.14,-0.23,14.36,68.81,35.69,27.05371
6.81,14.46,-0.85,15.31,67.5,28.62,22.53
7.08,14.79,-0.62,15.41,68.0,21.56,20.453
7.51,15.52,-0.49,16.01,69.12,14.56,19.14814
8.36,15.77,0.98,14.8,72.94,10.25,15.84514
9.33,15.81,2.85,12.96,77.56,7.94,13.586
10.38,16.2,4.58,11.62,80.25,13.25,13.39186
10.46,15.96,5.0,10.96,81.69,18.56,9.57971
10.64,15.89,5.4,10.49,82.44,23.88,8.819
10.65,15.51,5.79,9.72,84.94,29.19,8.753
10.46,14.65,6.26,8.39,87.06,37.44,8.13371
10.64,13.89,7.36,6.52,90.38,46.06,7.890569999999999
10.7,14.49,6.89,7.6,88.69,52.06,8.67817
10.49,14.61,6.34,8.27,88.06,57.88,8.56943
10.64,14.92,6.31,8.61,88.69,63.44,7.72243
10.8,14.82,6.74,8.09,89.5,69.31,5.684
10.58,14.17,6.95,7.22,91.12,75.25,5.89214
10.7,13.85,7.53,6.32,90.88,81.19,6.05783
10.5,13.81,7.16,6.65,90.69,84.19,6.1828
10.13,13.87,6.36,7.51,89.12,86.75,6.327
9.8,12.97,6.61,6.36,90.81,90.31,6.327
9.74,13.09,6.37,6.71,89.88,92.25,5.797
8.63,11.84,5.39,6.45,89.88,94.94,4.305
7.31,10.46,4.12,6.34,89.62,97.56,4.421
5.98,9.22,2.67,6.55,88.94,100.12,1.2845
4.79,7.87,1.67,6.2,89.31,102.69,1.2845
4.29,7.1,1.45,5.65,90.0,105.38,1.2845
3.51,6.46,0.54,5.93,89.19,107.94,1.2845
2.69,6.34,-0.99,7.33,86.38,95.5,1.208
2.0,5.66,-1.68,7.34,86.25,83.81,1.208
1.57,5.44,-2.29,7.73,85.5,72.56,0.901
1.4,5.46,-2.65,8.11,85.38,61.12,0.9895
2.14,6.24,-1.95,8.19,85.06,49.69,0.9895
