average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
18.8,27.95,9.7,18.25,64.75,53.0,0.288
18.3,24.7,11.95,12.75,75.5,59.0,1.192
17.65,22.65,12.75,9.9,81.0,65.0,2.096
19.05,26.25,11.95,14.3,76.25,65.0,0.208
21.0,27.95,14.1,13.85,76.25,65.0,0.264
21.6,27.95,15.25,12.7,76.5,65.0,0.32
20.6,23.6,17.5,6.1,83.0,68.5,0.129
19.7,28.4,11.0,17.4,68.0,68.5,0.1645
20.5,27.9,13.1,14.8,71.0,68.5,0.18
22.15,29.4,14.95,14.45,70.5,68.5,0.16
22.6,31.8,13.45,18.35,64.75,68.5,0.304
22.55,32.2,12.85,19.35,65.0,68.5,0.212
22.4,29.85,14.85,15.0,71.75,34.25,0.12
19.6,21.1,18.0,3.1,86.0,9.5,0.16
21.25,24.4,18.1,6.3,85.5,16.0,0.16
22.85,27.7,18.05,9.65,78.5,21.75,0.16
22.8,27.65,18.0,9.65,76.5,22.5,0.112
22.45,28.2,16.7,11.5,76.0,22.5,0.332
22.2,27.75,16.6,11.15,76.75,22.5,0.6
22.55,27.2,17.85,9.35,80.25,22.5,0.604
22.9,28.05,17.7,10.35,75.5,22.5,0.544
21.95,27.05,16.85,10.2,74.25,23.0,0.732
21.55,26.7,16.45,10.25,77.0,23.5,0.58
22.25,27.9,16.65,11.25,75.25,23.5,0.45
21.85,28.55,15.25,13.3,73.75,23.5,0.72
22.8,27.75,17.9,9.85,75.5,24.75,0.42
22.75,27.2,18.35,8.85,77.0,26.0,0.53
23.55,29.7,17.4,12.3,75.0,26.0,0.62
23.05,29.2,16.85,12.35,79.0,26.0,0.6
22.2,26.85,17.55,9.3,82.5,26.5,0.69
22.55,26.35,18.75,7.6,83.25,27.0,0.78
23.4,27.6,19.15,8.45,81.5,28.5,0.612
23.4,28.25,18.55,9.7,77.75,30.0,0.606
22.8,28.45,17.2,11.25,74.75,30.0,0.61
23.2,29.05,17.4,11.65,75.5,30.0,0.51
24.2,30.9,17.55,13.35,74.75,30.0,2.9
24.45,30.85,18.05,12.8,73.25,30.0,4.88
24.4,29.75,19.05,10.7,74.5,30.0,4.36
24.55,30.35,18.7,11.65,75.5,30.0,0.6
24.45,30.75,18.1,12.65,76.0,15.0,0.5
22.8,27.8,17.8,10.0,80.25,6.25,0.44
21.1,24.0,18.2,5.8,89.5,21.25,0.526
22.0,24.5,19.5,5.0,92.25,30.25,0.426
23.15,26.4,19.9,6.5,87.5,30.5,0.38
21.6,24.45,18.8,5.65,89.5,39.5,0.48
21.55,24.05,19.15,4.9,91.5,48.75,0.6
24.25,28.1,20.45,7.65,88.0,49.0,0.54
26.1,30.4,21.85,8.55,85.25,49.25,0.48
27.0,30.9,23.1,7.8,78.5,49.5,0.38
26.75,31.35,22.1,9.25,72.75,49.5,0.34
25.2,30.1,20.3,9.8,76.0,71.25,0.5
24.15,28.45,19.85,8.6,81.5,101.0,0.6
24.8,28.25,21.35,6.9,85.5,109.25,0.4
24.05,27.25,20.85,6.4,88.0,110.0,0.354
24.3,28.7,19.9,8.8,85.5,110.5,0.308
25.7,29.85,21.6,8.25,89.0,218.5,0.64
26.3,31.15,21.5,9.65,83.75,313.5,0.64
26.55,31.5,21.6,9.9,82.5,313.5,0.28
26.9,32.1,21.7,10.4,82.5,313.5,0.324
28.1,32.75,23.4,9.35,83.75,313.5,0.324
28.6,32.7,24.5,8.2,84.75,315.25,0.22
26.5,31.05,22.0,9.05,83.0,319.0,0.2
24.4,29.9,18.85,11.05,76.25,321.0,0.24
23.4,28.45,18.35,10.1,77.75,337.5,0.32
23.8,28.8,18.9,9.9,83.75,354.0,0.3
26.55,32.35,20.75,11.6,81.25,354.0,0.22
28.55,34.35,22.75,11.6,78.25,354.0,0.13
28.65,33.35,23.95,9.4,78.25,177.75,0.15
27.0,29.95,24.0,5.95,82.25,23.25,0.3
25.25,27.2,23.35,3.85,89.5,49.75,0.4
24.25,25.25,23.25,2.0,97.0,62.5,0.4
25.85,28.75,22.85,5.9,90.5,70.5,0.4
27.8,32.75,22.8,9.95,81.5,70.5,0.3
26.35,30.25,22.5,7.75,86.25,74.25,0.24
24.9,28.0,21.9,6.1,91.0,78.0,0.3
25.7,31.2,20.2,11.0,79.0,78.0,0.26
25.3,29.95,20.7,9.25,80.5,78.25,0.2
24.6,28.7,20.55,8.15,80.0,78.5,0.28
24.2,29.75,18.7,11.05,78.75,78.5,0.3
24.35,29.05,19.7,9.35,84.75,78.5,0.28
23.1,25.45,20.8,4.65,91.75,84.25,0.24
23.25,26.65,19.85,6.8,88.75,90.5,0.22
24.75,30.2,19.3,10.9,81.0,91.0,0.32
24.25,28.65,19.9,8.75,83.75,119.25,0.44
24.15,27.15,21.1,6.05,90.25,175.25,0.2
24.25,27.05,21.4,5.65,90.0,204.5,0.22
24.35,27.0,21.7,5.3,88.75,211.75,0.22
24.3,27.25,21.4,5.85,87.0,220.75,0.16
24.55,28.35,20.8,7.55,82.5,224.0,0.12
23.5,26.0,21.0,5.0,92.5,264.5,0.28
25.0,29.4,20.6,8.8,83.5,264.5,0.2
24.45,28.8,20.15,8.65,84.75,264.75,0.16
22.85,25.75,20.0,5.75,87.75,266.25,0.2
21.9,24.1,19.7,4.4,86.5,272.25,0.19
22.75,26.85,18.6,8.25,79.75,277.0,0.18
21.95,26.85,17.0,9.85,80.25,13.25,0.2
21.6,24.75,18.45,6.3,90.25,30.0,0.2
22.6,26.75,18.5,8.25,87.25,33.5,0.168
23.0,29.3,16.75,12.55,76.5,33.5,0.168
23.65,29.8,17.45,12.35,74.25,33.5,0.316
24.6,29.95,19.2,10.75,75.5,33.5,0.316
21.25,28.6,13.9,14.7,70.75,33.5,0.12
21.25,27.0,15.55,11.45,76.75,33.5,0.22
21.75,26.75,16.75,10.0,75.0,33.5,0.44
22.1,28.4,15.75,12.65,70.25,33.5,0.56
21.85,27.9,15.8,12.1,74.0,33.5,0.16
22.15,28.15,16.15,12.0,72.0,33.5,0.26
22.2,27.75,16.65,11.1,70.75,33.5,0.28
21.55,26.75,16.35,10.4,75.25,33.5,0.28
20.35,25.65,15.0,10.65,77.25,33.5,0.304
19.8,26.3,13.2,13.1,75.25,33.5,0.224
20.2,27.95,12.45,15.5,69.75,33.5,0.2
20.55,28.75,12.4,16.35,67.0,33.5,0.568
20.65,27.5,13.85,13.65,72.0,40.0,0.484
19.8,24.1,15.6,8.5,84.5,77.5,0.36
19.75,24.65,14.95,9.7,85.5,108.5,0.26
21.0,27.25,14.75,12.5,78.0,108.5,0.2
21.5,27.55,15.4,12.15,78.25,108.5,0.172
21.55,28.05,15.1,12.95,75.5,108.5,0.172
21.0,25.55,16.5,9.05,81.75,112.25,0.292
20.75,24.1,17.45,6.65,86.25,116.25,0.292
21.1,26.2,16.1,10.1,78.0,58.25,0.2
20.25,26.3,14.3,12.0,75.0,0.0,0.106
17.55,23.65,11.5,12.15,76.5,0.0,0.206
16.3,23.35,9.25,14.1,73.75,0.0,0.4
16.9,24.85,9.0,15.85,69.5,0.0,0.4
16.0,23.5,8.55,14.95,68.25,0.0,3.98
15.5,23.4,7.6,15.8,67.25,0.0,3.58
15.85,23.95,7.7,16.25,69.5,0.0,3.714
16.4,24.35,8.4,15.95,71.25,0.0,4.39
17.55,26.35,8.8,17.55,69.5,0.0,4.398
18.55,27.8,9.35,18.45,68.25,0.0,4.806
16.55,23.65,9.45,14.2,76.75,0.75,5.348
15.35,20.8,9.85,10.95,82.0,2.75,7.312
15.25,22.0,8.4,13.6,74.5,4.0,8.008
13.25,21.45,5.0,16.45,68.25,4.0,9.526
12.75,21.2,4.35,16.85,67.75,4.0,9.882
12.35,21.75,2.95,18.8,64.5,4.0,9.948
12.5,23.1,1.85,21.25,58.75,4.0,10.422
13.7,24.4,3.05,21.35,61.25,4.0,10.364
16.2,22.85,9.6,13.25,79.25,14.0,10.848
19.0,22.3,15.7,6.6,92.5,46.0,18.133
17.75,22.15,13.35,8.8,85.0,79.0,18.951
14.95,20.5,9.45,11.05,77.5,90.0,12.744
14.35,20.9,7.85,13.05,76.0,90.0,12.516
15.05,22.3,7.75,14.55,71.75,90.0,12.536
15.55,22.95,8.1,14.85,72.25,90.0,13.044
13.05,20.35,5.75,14.6,72.5,90.0,15.36
10.35,19.25,1.45,17.8,63.5,90.0,16.25
10.65,19.65,1.7,17.95,67.0,90.0,16.758
12.1,19.85,4.45,15.4,75.25,90.0,16.154
13.1,17.65,8.65,9.0,84.5,103.25,23.9535
13.35,15.95,10.8,5.15,91.5,58.5,24.7875
13.1,16.8,9.4,7.4,82.75,2.0,17.6
10.5,15.4,5.6,9.8,73.25,3.5,17.036
8.7,16.4,0.95,15.45,69.75,3.5,17.922
9.4,18.35,0.4,17.95,69.75,3.5,17.318
11.05,19.0,3.15,15.85,73.75,3.5,15.326
11.4,18.55,4.35,14.2,74.5,3.5,15.936
9.75,15.65,3.9,11.75,78.75,3.5,18.016
9.35,14.75,3.95,10.8,80.25,3.5,18.984
9.15,16.9,1.4,15.5,70.5,3.5,17.248
8.25,17.25,-0.75,18.0,69.0,3.5,18.394
7.8,16.6,-1.0,17.6,72.0,3.5,19.208
4.9,8.1,1.7,6.4,77.0,3.5,9.613
5.65,10.0,1.3,8.7,77.25,3.5,8.399
5.6,11.8,-0.55,12.35,75.75,3.5,17.166
7.25,13.4,1.1,12.3,68.75,3.5,17.884
8.9,14.45,3.25,11.2,68.5,3.5,13.796
6.95,13.25,0.55,12.7,73.75,3.5,15.454
5.5,13.4,-2.4,15.8,69.0,3.5,16.446
5.85,14.7,-2.95,17.65,65.0,3.5,7.97
7.3,16.1,-1.45,17.55,71.0,3.5,7.196
8.75,17.2,0.4,16.8,78.25,3.5,15.146
9.75,17.4,2.15,15.25,79.25,3.5,16.06
10.85,14.8,6.85,7.95,85.25,37.75,13.332
11.45,13.7,9.15,4.55,90.5,72.0,14.32
10.85,15.8,5.9,9.9,81.75,72.0,15.459
10.25,16.5,4.0,12.5,77.25,72.0,7.953
10.1,15.7,4.45,11.25,84.0,74.5,7.72
10.2,15.4,5.0,10.4,82.5,77.0,13.78
10.0,15.05,5.0,10.05,82.75,85.75,12.416
7.35,12.45,2.25,10.2,79.5,48.5,11.042
1.95,5.85,-1.9,7.75,77.5,4.25,11.937
0.55,4.25,-3.1,7.35,79.25,6.5,12.009
2.55,6.9,-1.75,8.65,73.0,7.5,10.575
0.9,3.65,-1.75,5.4,79.75,9.75,9.257
-1.1,2.2,-4.3,6.5,84.5,11.5,9.963
-0.05,4.35,-4.35,8.7,81.0,11.5,11.376
1.6,5.7,-2.45,8.15,80.0,12.75,12.11
1.35,6.2,-3.45,9.65,69.75,14.0,12.425
1.45,6.75,-3.85,10.6,71.5,14.25,12.563
2.6,7.2,-2.1,9.3,80.75,14.5,7.411
1.5,5.3,-2.3,7.6,78.75,14.75,6.794
-0.35,2.35,-3.0,5.35,82.0,15.75,11.872
0.05,3.45,-3.3,6.75,77.75,16.5,12.592
2.15,7.75,-3.4,11.15,71.25,16.5,13.192
2.4,7.9,-3.1,11.0,77.25,20.5,12.825
-1.15,2.4,-4.7,7.1,83.75,27.75,12.707
-3.8,-1.1,-6.5,5.4,84.5,31.0,6.514
-3.1,2.9,-9.1,12.0,82.0,31.75,4.266
-0.5,3.75,-4.7,8.45,80.0,34.5,9.386
1.05,3.7,-1.55,5.25,77.25,37.75,10.312
-0.05,3.9,-4.05,7.95,79.25,40.25,8.234
1.75,6.75,-3.3,10.05,79.75,41.5,9.269
4.85,10.15,-0.5,10.65,78.75,41.5,12.274
3.3,8.45,-1.9,10.35,75.75,41.5,7.422
0.2,5.05,-4.65,9.7,69.5,41.5,6.313
0.35,6.9,-6.2,13.1,68.0,41.5,12.903
0.15,7.25,-7.0,14.25,72.75,41.5,13.78
1.85,7.8,-4.1,11.9,79.0,41.5,12.406
4.6,11.15,-1.95,13.1,72.25,41.5,6.683
2.95,8.45,-2.6,11.05,69.25,41.5,7.104
-1.05,1.7,-3.85,5.55,81.25,23.0,13.248
-3.15,3.15,-9.45,12.6,82.0,5.5,15.302
0.3,7.2,-6.65,13.85,80.0,5.5,15.302
4.45,11.55,-2.6,14.15,81.5,13.25,15.418
4.4,10.9,-2.0,12.9,76.75,21.75,16.321
1.5,6.2,-3.1,9.3,66.0,22.5,18.084
-0.8,3.95,-5.45,9.4,68.5,22.5,9.612
0.0,6.0,-5.95,11.95,75.75,22.5,7.211
1.4,7.65,-4.9,12.55,72.25,22.5,14.794
1.45,7.6,-4.8,12.4,73.0,22.5,15.446
0.15,6.2,-6.0,12.2,68.0,22.5,13.646
0.75,7.55,-6.15,13.7,65.5,22.5,12.849
3.05,8.15,-2.15,10.3,72.0,22.5,13.415
3.55,8.3,-1.25,9.55,71.5,22.5,14.778
1.45,7.25,-4.35,11.6,77.75,23.25,13.464
-0.7,3.85,-5.2,9.05,78.25,24.0,14.22
-1.3,4.35,-6.9,11.25,73.75,24.0,14.976
0.95,7.15,-5.25,12.4,72.0,24.0,14.36
2.45,8.9,-4.05,12.95,67.75,24.0,14.502
2.3,7.2,-2.65,9.85,77.5,26.75,16.817
2.85,6.5,-0.85,7.35,83.75,29.5,9.745
2.2,7.65,-3.35,11.0,79.75,29.5,7.044
2.2,9.1,-4.8,13.9,76.75,29.5,13.829
3.75,10.95,-3.45,14.4,79.75,33.75,14.07
5.5,10.25,0.75,9.5,88.25,38.5,12.89
3.1,6.4,-0.25,6.65,82.0,39.0,13.982
-0.05,3.95,-4.1,8.05,67.0,39.0,17.138
-0.85,2.3,-4.1,6.4,74.75,42.75,19.202
-0.35,2.1,-2.9,5.0,83.5,46.5,16.548
0.0,3.15,-3.15,6.3,73.25,46.5,16.636
-1.25,4.2,-6.6,10.8,65.5,23.25,16.724
0.2,7.0,-6.6,13.6,65.25,0.0,8.964
1.5,8.55,-5.65,14.2,68.0,0.0,10.444
0.6,6.95,-5.8,12.75,75.5,0.0,11.005
0.3,5.25,-4.7,9.95,79.5,0.25,5.473
1.2,6.3,-4.0,10.3,76.5,0.5,5.679
1.7,6.95,-3.6,10.55,78.5,0.5,11.585
-0.15,4.9,-5.2,10.1,76.25,0.5,12.672
-3.4,2.5,-9.3,11.8,68.0,0.5,8.232
-1.35,5.7,-8.4,14.1,67.5,0.5,9.222
2.8,10.4,-4.8,15.2,71.75,0.5,10.704
2.15,8.15,-3.85,12.0,73.75,0.5,11.255
0.1,5.5,-5.3,10.8,69.0,0.5,11.819
0.5,8.55,-7.5,16.05,68.25,0.5,14.592
3.25,10.4,-3.85,14.25,78.25,8.5,16.86
5.95,9.25,2.65,6.6,88.25,18.25,16.02
6.4,8.25,4.55,3.7,82.5,20.0,18.642
4.2,5.8,2.55,3.25,75.5,20.0,21.264
5.25,10.05,0.4,9.65,71.75,27.0,17.108
4.9,10.7,-0.95,11.65,66.75,27.0,17.373
5.2,11.3,-0.95,12.25,65.5,27.0,17.701
4.5,9.85,-0.95,10.8,63.0,27.0,16.984
2.1,6.3,-2.2,8.5,61.5,27.0,15.918
1.5,6.1,-3.15,9.25,66.75,28.5,8.344
3.05,7.65,-1.55,9.2,75.5,15.5,1.056
3.65,9.25,-1.9,11.15,67.75,1.0,28.214
4.3,10.6,-1.9,12.5,69.5,3.0,28.663
3.25,7.15,-0.55,7.7,69.75,5.0,33.668
1.6,6.3,-3.1,9.4,56.0,5.0,19.136
3.5,10.45,-3.5,13.95,58.75,5.0,13.342
5.55,13.25,-2.2,15.45,61.0,5.0,28.9295
6.25,15.55,-3.1,18.65,57.0,5.0,31.223
5.1,13.4,-3.2,16.6,61.5,5.75,28.294
1.55,6.05,-3.0,9.05,61.0,6.5,28.995
0.95,5.9,-4.1,10.0,58.5,6.5,28.672
2.75,10.25,-4.75,15.0,59.25,6.5,13.917
3.7,10.95,-3.45,14.4,70.0,9.0,14.792
4.45,11.4,-2.45,13.85,74.0,11.5,31.4535
5.5,14.0,-3.05,17.05,62.75,11.5,33.509
9.05,19.0,-1.0,20.0,59.0,11.5,30.85
11.9,22.6,1.2,21.4,57.75,11.5,34.037
12.5,19.25,5.75,13.5,68.5,27.25,36.62
12.8,15.4,10.1,5.3,78.5,43.0,18.272
12.9,19.1,6.6,12.5,71.0,43.0,19.3
12.55,19.9,5.15,14.75,67.0,43.0,47.211
11.1,19.1,3.1,16.0,61.0,43.0,56.35
7.45,14.6,0.35,14.25,55.5,43.0,36.056
4.9,12.45,-2.55,15.0,56.0,43.0,38.7
5.1,14.4,-4.1,18.5,56.25,43.0,42.929
6.2,17.0,-4.5,21.5,53.75,43.0,41.7375
7.6,18.65,-3.35,22.0,56.75,43.0,39.3995
8.75,19.05,-1.5,20.55,57.0,43.0,42.533
10.35,20.2,0.5,19.7,61.25,43.0,45.228
12.1,21.85,2.4,19.45,67.5,43.0,39.08
12.45,19.6,5.35,14.25,80.5,43.0,38.566
14.5,19.3,9.75,9.55,89.75,21.5,44.752
16.6,21.85,11.4,10.45,85.25,0.5,54.3215
14.45,19.75,9.15,10.6,86.25,4.25,56.1635
12.9,17.55,8.25,9.3,83.5,23.0,56.521
12.9,15.85,9.95,5.9,86.0,40.25,57.906
11.25,13.85,8.65,5.2,87.0,45.75,47.816
9.45,14.1,4.8,9.3,78.0,49.5,51.791
8.95,15.25,2.6,12.65,74.5,49.5,56.034
9.7,16.6,2.75,13.85,70.5,49.5,55.8715
11.05,18.65,3.45,15.2,68.75,49.5,55.1005
11.75,21.05,2.45,18.6,66.5,49.5,57.468
12.6,21.45,3.8,17.65,60.25,50.75,60.176
12.55,18.1,7.05,11.05,69.5,56.75,55.988
10.85,15.25,6.5,8.75,79.25,64.5,61.137
11.3,17.4,5.3,12.1,75.0,67.75,59.2155
12.55,20.65,4.55,16.1,75.0,68.5,51.601
11.4,20.5,2.35,18.15,68.0,69.0,48.2735
11.95,21.0,2.95,18.05,58.75,70.0,48.556
15.3,21.1,9.55,11.55,76.0,73.25,51.622
15.3,17.85,12.75,5.1,95.0,78.25,43.508
13.6,19.2,8.0,11.2,80.0,81.0,48.4215
12.95,21.65,4.2,17.45,64.0,81.0,51.3385
13.0,21.65,4.3,17.35,61.75,81.0,47.616
14.05,22.9,5.15,17.75,64.25,81.0,46.259
15.05,25.3,4.7,20.6,64.75,81.0,45.514
15.7,27.3,4.0,23.3,60.5,81.0,44.4
16.05,27.55,4.5,23.05,59.75,81.0,30.48
16.7,24.9,8.45,16.45,72.25,95.5,31.2455
17.55,21.8,13.25,8.55,86.75,125.25,28.0105
19.4,24.15,14.65,9.5,81.25,140.5,19.081
20.45,27.05,13.85,13.2,75.25,70.25,9.825
20.4,27.4,13.4,14.0,75.5,0.0,4.383
18.3,21.4,15.2,6.2,91.0,4.25,3.268
16.85,21.6,12.1,9.5,77.75,8.5,0.1
14.0,21.7,6.3,15.4,64.0,8.5,0.2715
13.45,22.65,4.25,18.4,61.25,8.5,0.4015
15.1,24.75,5.4,19.35,58.5,8.5,0.32
15.9,25.8,5.95,19.85,60.75,8.5,0.39
17.55,26.05,9.05,17.0,66.5,8.75,0.42
19.05,27.1,11.05,16.05,69.0,9.0,0.34
17.85,24.15,11.6,12.55,73.0,22.25,0.54
16.8,20.4,13.2,7.2,77.5,35.5,0.424
19.8,26.3,13.2,13.1,62.0,35.5,0.404
20.0,26.85,13.1,13.75,68.25,35.5,0.616
20.65,26.85,14.45,12.4,79.0,36.25,0.791
19.8,26.35,13.25,13.1,73.25,37.0,0.825
17.8,27.0,8.6,18.4,61.25,37.0,0.8
16.2,22.75,9.7,13.05,73.0,38.5,0.696
17.1,22.05,12.25,9.8,83.0,40.0,0.7125
18.0,24.9,11.15,13.75,73.0,40.0,0.6745
17.35,25.65,9.1,16.55,64.0,40.0,0.554
19.5,28.95,10.05,18.9,60.0,40.0,0.616
21.65,29.4,13.8,15.6,59.75,40.0,0.752
21.5,29.25,13.7,15.55,62.25,40.0,0.76
20.25,29.85,10.7,19.15,63.5,40.0,0.522
20.35,31.45,9.3,22.15,62.0,40.0,0.62
21.5,32.5,10.5,22.0,62.0,40.0,0.563
22.75,31.55,13.95,17.6,61.5,40.0,0.649
23.2,31.55,14.85,16.7,62.75,40.0,0.89
21.2,27.7,14.7,13.0,72.75,43.75,0.98
20.95,26.55,15.3,11.25,76.0,47.5,1.07
22.15,30.0,14.25,15.75,70.0,23.75,0.844
21.8,28.25,15.3,12.95,73.0,0.0,1.058
21.75,26.95,16.55,10.4,71.75,0.0,0.876
21.3,29.2,13.45,15.75,62.0,0.0,0.51
19.85,27.35,12.4,14.95,65.5,1.25,0.6
19.65,26.3,13.1,13.2,71.5,2.5,0.805
20.9,28.3,13.55,14.75,69.75,2.5,0.95
20.85,26.2,15.5,10.7,76.5,3.5,0.88
21.75,27.45,16.0,11.45,78.25,4.5,0.77
23.55,30.85,16.2,14.65,72.25,4.5,0.57
23.35,28.55,18.1,10.45,79.5,4.5,0.612
24.3,29.0,19.55,9.45,75.5,4.5,0.744
24.7,30.8,18.6,12.2,70.5,4.5,0.7
23.85,29.3,18.35,10.95,78.75,25.25,0.7
24.6,29.6,19.55,10.05,78.5,46.0,0.74
25.1,30.25,19.9,10.35,76.0,46.0,0.74
23.1,27.3,18.8,8.5,82.5,47.0,0.5
22.75,27.95,17.55,10.4,81.0,48.0,0.41
24.15,30.6,17.75,12.85,76.0,48.0,0.51
22.35,26.2,18.5,7.7,84.25,51.0,0.6675
21.45,25.3,17.6,7.7,84.5,54.0,0.635
22.4,28.15,16.7,11.45,78.25,54.0,0.72
23.3,29.55,17.15,12.4,75.75,54.0,0.68
23.55,28.75,18.35,10.4,77.75,54.0,0.63
22.45,26.25,18.6,7.65,82.25,67.0,0.58
22.15,25.0,19.3,5.7,85.75,84.0,0.42
22.2,25.1,19.3,5.8,86.75,88.0,0.57
23.45,28.6,18.25,10.35,79.75,88.0,0.84
24.2,29.5,18.9,10.6,77.75,88.0,0.8
22.1,24.7,19.6,5.1,88.0,97.75,0.64
21.65,24.75,18.6,6.15,88.0,53.75,0.49
22.4,28.15,16.6,11.55,77.75,0.0,0.59
22.65,28.65,16.65,12.0,73.25,0.0,0.61
22.65,28.6,16.8,11.8,71.25,0.0,0.48
22.65,28.55,16.8,11.75,73.25,0.0,0.42
22.75,27.9,17.6,10.3,78.25,0.0,0.92
21.2,24.45,17.95,6.5,86.0,15.0,0.966
20.1,21.7,18.5,3.2,92.0,30.0,0.94
26.7,31.3,22.1,9.2,84.0,40.75,0.544
27.65,33.25,22.05,11.2,80.75,51.5,0.33
27.85,32.95,22.8,10.15,80.75,57.5,0.822
25.75,28.45,23.15,5.3,89.25,84.25,1.204
24.1,26.45,21.8,4.65,91.5,108.25,0.24
24.45,28.9,20.0,8.9,85.0,111.5,0.534
26.25,31.95,20.6,11.35,80.5,114.25,0.614
26.95,32.0,21.95,10.05,79.25,117.0,0.31
26.5,31.65,21.35,10.3,75.75,117.0,0.35
25.9,31.0,20.8,10.2,75.0,117.0,0.57
26.2,31.7,20.65,11.05,78.0,117.0,0.66
27.3,32.15,22.4,9.75,82.75,118.75,0.64
27.55,30.95,24.1,6.85,86.5,120.5,0.48
27.8,31.95,23.65,8.3,83.0,120.5,0.454
27.25,30.45,24.05,6.4,87.0,127.25,0.474
26.3,27.65,24.9,2.75,95.0,136.0,0.4
26.6,29.2,24.0,5.2,89.5,138.0,0.38
27.75,33.3,22.25,11.05,79.25,138.0,0.32
27.7,33.65,21.85,11.8,80.75,138.0,0.5
27.7,31.8,23.65,8.15,86.5,141.25,0.45
28.65,32.8,24.5,8.3,85.25,144.5,0.4
29.1,34.15,24.05,10.1,82.5,144.5,0.3
29.05,34.1,23.95,10.15,79.0,144.5,0.36
28.75,33.8,23.65,10.15,78.75,72.25,0.52
27.85,32.75,22.95,9.8,79.5,0.0,0.36
27.55,33.05,22.0,11.05,77.5,0.0,0.38
28.2,34.15,22.2,11.95,79.0,0.0,0.36
28.95,35.65,22.2,13.45,75.5,0.0,0.28
29.5,36.35,22.55,13.8,74.25,3.25,0.28
29.85,36.05,23.6,12.45,76.5,9.0,0.34
29.25,34.9,23.6,11.3,78.5,11.5,0.36
28.0,33.75,22.3,11.45,75.75,11.5,0.24
25.0,29.4,20.65,8.75,82.5,25.5,0.22
23.85,27.7,20.0,7.7,89.0,39.5,0.32
25.8,31.0,20.55,10.45,80.5,39.5,0.38
26.8,32.45,21.15,11.3,77.0,39.5,0.3
27.35,33.3,21.45,11.85,76.75,39.5,0.356
26.85,32.05,21.65,10.4,78.5,45.5,0.432
26.5,31.0,21.95,9.05,81.0,51.5,0.332
26.65,31.3,22.0,9.3,81.0,51.5,0.196
26.15,30.55,21.8,8.75,82.25,51.5,0.324
25.25,28.55,22.0,6.55,86.75,55.25,0.474
25.15,28.55,21.8,6.75,87.5,83.25,0.26
25.3,29.2,21.4,7.8,85.25,107.5,0.28
25.55,29.05,22.1,6.95,83.75,107.5,0.4
25.55,28.6,22.55,6.05,83.25,107.75,0.484
23.9,26.3,21.45,4.85,87.75,115.0,0.484
22.9,26.9,18.85,8.05,83.75,122.0,0.696
23.25,29.05,17.5,11.55,79.0,122.0,0.448
24.3,30.0,18.7,11.3,79.75,122.0,0.28
24.55,30.3,18.85,11.45,76.0,122.0,0.4
24.3,30.4,18.15,12.25,74.0,122.0,0.44
24.65,30.9,18.3,12.6,76.0,122.0,0.34
25.3,31.05,19.5,11.55,77.25,61.0,0.33
25.2,30.55,19.85,10.7,79.5,0.75,0.3
24.35,29.85,18.9,10.95,81.75,6.5,0.32
24.2,30.35,18.1,12.25,78.5,11.5,0.38
23.7,29.4,18.0,11.4,79.5,23.75,0.32
23.3,28.0,18.65,9.35,82.75,37.5,0.24
23.3,28.6,18.1,10.5,78.5,39.0,0.44
22.5,28.65,16.35,12.3,73.5,39.0,0.352
21.55,29.1,13.95,15.15,68.75,39.0,0.266
21.4,29.7,13.15,16.55,68.25,39.0,0.254
21.6,29.5,13.75,15.75,72.75,39.0,0.22
20.0,25.85,14.15,11.7,80.5,39.5,0.252
18.75,24.15,13.35,10.8,79.25,40.0,0.304
19.75,27.3,12.2,15.1,70.75,40.0,0.044
20.25,28.15,12.4,15.75,70.25,40.0,0.204
19.45,26.0,12.95,13.05,75.0,40.0,0.288
19.9,27.0,12.8,14.2,75.5,40.0,0.204
21.3,29.15,13.45,15.7,74.25,40.0,0.318
21.5,28.5,14.5,14.0,75.0,40.0,0.36
21.0,28.0,13.95,14.05,74.75,40.0,0.28
21.45,28.8,14.05,14.75,73.0,40.0,0.656
22.15,29.55,14.75,14.8,70.5,40.0,0.59
20.05,24.65,15.4,9.25,81.75,48.25,0.608
20.1,24.5,15.7,8.8,86.0,56.5,0.676
22.1,28.25,16.05,12.2,78.75,56.5,0.594
21.95,27.85,16.05,11.8,77.75,56.5,0.278
21.85,29.0,14.65,14.35,73.75,56.5,0.028
20.85,25.9,15.8,10.1,74.5,59.25,0.6
19.15,22.35,15.9,6.45,83.25,73.75,0.526
19.4,24.0,14.7,9.3,82.5,85.5,0.66
17.7,25.9,9.5,16.4,77.0,85.5,0.816
18.9,26.7,11.15,15.55,69.75,85.5,0.764
20.0,27.55,12.5,15.05,63.75,85.5,1.368
19.4,27.85,10.95,16.9,64.5,85.5,1.28
18.3,27.3,9.3,18.0,68.25,85.5,1.442
18.3,25.6,11.0,14.6,75.25,85.5,1.768
16.85,23.35,10.3,13.05,72.0,85.5,3.016
14.8,22.0,7.5,14.5,66.0,85.5,4.912
14.2,19.5,9.0,10.5,74.0,86.25,5.636
14.05,19.45,8.75,10.7,73.5,87.25,8.388
14.4,21.25,7.6,13.65,71.25,87.5,8.32
15.4,24.1,6.7,17.4,70.75,87.5,8.898
